Known As,Full Name,Overall,Potential,Value(in Euro),Positions Played,Best Position,Nationality,Image Link,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Club Name,Wage(in Euro),Release Clause,Club Position,Contract Until,Club Jersey Number,Joined On,On Loan,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,National Team Name,National Team Image Link,National Team Position,National Team Jersey Number,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,player,overall,potential,value_eur,age,total_stats,best_position,nationality,position_group,ability_tier,cell
M. Edwards,Marcus Edwards,78,84,22000000,"RW,LW",CAM,England,https://cdn.sofifa.net/players/235/619/23_60.png,23,168,65,1837,391,Sporting CP,15000,48400000,ST,2026,10,2022,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Low,85,71,70,84,33,48,69,70,37,73,69,84,76,60,60,81,88,82,92,78,92,70,45,71,38,75,43,30,74,73,58,78,38,32,24,7,12,15,15,6,72,78,76,76,76,78,79,78,71,78,61,55,61,56,43,56,20,M. Edwards,78,84,22000000,23,1837,CAM,England,Midfield,Starter 78-84,Midfield / Starter 78-84
Gerson,Gerson Santos da Silva,78,82,19500000,CM,CDM,Brazil,https://cdn.sofifa.net/players/229/927/23_60.png,25,184,76,2117,449,Olympique de Marseille,38000,38500000,SUB,2026,8,2021,-,Left,3,3,2,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,69,69,78,78,76,79,77,69,58,82,56,76,78,60,77,79,67,71,78,76,79,74,66,80,78,65,81,81,76,76,68,83,74,80,77,14,13,13,9,9,74,75,75,75,75,75,78,78,80,78,80,81,80,79,78,79,20,Gerson,78,82,19500000,25,2117,CDM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,78,78,16500000,"CM,CAM",CM,Brazil,https://cdn.sofifa.net/players/230/426/23_60.png,22,170,60,1914,408,Flamengo,35000,29700000,CM,2025,19,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,83,72,75,78,52,48,63,70,46,85,68,78,54,48,83,80,80,86,90,69,74,80,55,74,35,75,45,71,74,77,45,60,24,66,62,10,13,14,9,11,73,77,76,76,76,77,78,78,78,78,71,69,71,69,58,69,19,Arturo Inálcio,78,78,16500000,22,1914,CM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
Guilson Paiva,G. Pierre Paiva Souza,78,78,15500000,"RM,RW",RM,Brazil,https://cdn.sofifa.net/players/230/406/23_60.png,26,173,72,1896,415,Flamengo,40000,27900000,RW,2025,21,2022,-,Right,4,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,83,69,75,78,42,68,75,69,34,78,61,81,67,72,72,77,90,78,73,77,77,77,50,69,72,68,63,40,73,75,44,62,36,49,48,7,11,10,16,7,73,77,76,76,76,77,78,78,74,78,66,64,66,62,54,62,20,Guilson Paiva,78,78,15500000,26,1896,RM,Brazil,Midfield,Starter 78-84,Midfield / Starter 78-84
K. Koné,Kouadio Manu Koné,77,86,23500000,CM,CAM,France,https://cdn.sofifa.net/players/250/723/23_60.png,21,185,80,2027,434,Borussia Mönchengladbach,21000,44700000,CDM,2025,17,2021,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,High,71,69,74,81,69,70,70,71,68,78,55,84,70,50,77,82,75,67,76,75,76,74,70,75,68,68,71,67,69,78,54,76,64,74,70,11,10,11,9,10,75,76,76,76,76,76,79,78,79,78,75,75,75,74,72,74,19,K. Koné,77,86,23500000,21,2027,CAM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Igor Coronado,Igor Caique Coronado,77,77,10500000,"CAM,CF,LM",CAM,Brazil,https://cdn.sofifa.net/players/202/599/23_60.png,29,170,68,2019,422,Al Ittihad,41000,17900000,LF,2023,10,2021,-,Right,4,5,2,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,80,75,75,82,49,61,75,76,52,72,69,81,76,77,77,82,85,75,91,70,88,73,73,72,57,77,53,57,70,76,76,76,43,50,48,12,7,12,10,7,74,77,76,76,76,77,77,77,75,77,68,65,68,65,57,65,18,Igor Coronado,77,77,10500000,29,2019,CAM,Brazil,Midfield,Rotation 70-77,Midfield / Rotation 70-77
A. Tameze,Adrien Tameze,77,77,10500000,"CM,CDM",CDM,France,https://cdn.sofifa.net/players/213/242/23_60.png,28,180,78,2087,442,Hellas Verona,29000,17900000,CM,2024,61,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,72,65,73,79,78,75,66,63,73,81,50,80,60,52,79,80,74,70,78,77,76,73,71,80,72,67,77,77,72,71,60,75,76,80,80,13,16,14,15,14,74,74,74,74,74,74,77,77,77,77,77,77,77,77,77,77,23,A. Tameze,77,77,10500000,28,2087,CDM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
F. Tait,Flavien Tait,77,77,10500000,"CM,LM",CM,France,https://cdn.sofifa.net/players/213/388/23_60.png,29,176,73,2037,430,Stade Rennais FC,46000,20000000,CDM,2024,20,2019,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,70,71,76,79,67,67,72,70,52,78,65,80,76,68,75,79,74,67,72,77,78,72,53,82,60,75,70,69,74,77,61,77,69,69,65,12,15,14,8,9,73,75,75,75,75,75,77,77,77,77,75,75,75,73,69,73,20,F. Tait,77,77,10500000,29,2037,CM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
C. Izquierdoz,Carlos Izquierdoz,77,77,5000000,CB,CB,Argentina,https://cdn.sofifa.net/players/214/766/23_60.png,33,185,85,1733,372,Real Sporting de Gijón,11000,8000000,CB,2024,24,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,Low,High,50,54,54,54,78,82,44,47,76,71,50,48,32,41,65,63,49,50,35,74,48,74,84,77,85,52,78,79,32,36,71,68,80,76,74,8,11,7,8,8,60,51,54,54,54,51,55,56,63,56,69,74,69,71,77,71,18,C. Izquierdoz,77,77,5000000,33,1733,CB,Argentina,Defender,Rotation 70-77,Defender / Rotation 70-77
D. Benedetto,Darío Benedetto,77,77,8500000,ST,ST,Argentina,https://cdn.sofifa.net/players/215/061/23_60.png,32,177,75,1969,406,Boca Juniors,20000,11900000,ST,2024,9,2022,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,75,79,69,75,38,70,60,79,76,71,78,73,81,64,73,77,74,75,72,76,74,82,90,74,67,76,66,35,80,72,74,81,45,25,25,10,14,12,8,11,77,74,76,76,76,74,77,75,72,75,58,59,58,56,53,56,20,D. Benedetto,77,77,8500000,32,1969,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
C. Kramer,Christoph Kramer,77,77,7500000,CDM,CDM,Germany,https://cdn.sofifa.net/players/204/024/23_60.png,31,191,80,1823,382,Borussia Mönchengladbach,26000,12800000,SUB,2023,6,2016,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,High,42,50,70,71,76,73,61,48,61,78,58,72,54,58,73,77,52,34,54,79,54,54,51,82,72,43,72,79,70,70,47,76,80,75,71,8,13,9,6,8,64,65,66,66,66,65,70,70,75,70,74,77,74,73,75,73,18,C. Kramer,77,77,7500000,31,1823,CDM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
D. Demme,Diego Demme,77,77,9000000,"CDM,CM",CDM,Germany,https://cdn.sofifa.net/players/202/325/23_60.png,30,172,71,1953,397,Napoli,44000,15300000,SUB,2024,4,2020,-,Right,4,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,High,56,47,74,75,73,72,70,39,57,78,48,72,65,62,76,78,60,52,75,73,87,62,79,84,63,41,77,77,65,74,58,73,76,74,72,14,10,14,12,9,62,66,66,66,66,66,71,72,75,72,75,77,75,74,74,74,20,D. Demme,77,77,9000000,30,1953,CDM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
N. Dorsch,Niklas Dorsch,77,82,14500000,"CDM,CM",CM,Germany,https://cdn.sofifa.net/players/231/227/23_60.png,24,178,76,2076,442,FC Augsburg,23000,27200000,RES,2026,30,2021,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,72,72,74,78,73,73,65,66,61,80,65,77,63,63,77,80,74,70,80,75,84,82,77,77,69,80,78,71,64,74,62,73,75,76,71,12,9,5,9,5,74,74,74,74,74,74,77,76,78,76,76,78,76,75,75,75,18,N. Dorsch,77,82,14500000,24,2076,CM,Germany,Midfield,Rotation 70-77,Midfield / Rotation 70-77
David López,David López Silva,77,77,7000000,"CDM,CB",CDM,Spain,https://cdn.sofifa.net/players/201/505/23_60.png,32,183,81,1868,394,Girona FC,25000,15400000,CB,2023,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,High,50,58,68,65,78,75,55,50,79,78,55,63,50,45,76,75,51,49,38,74,53,77,78,60,81,60,78,77,60,69,50,70,78,77,78,9,12,7,11,15,68,62,65,65,65,62,68,66,73,66,71,77,71,72,77,72,20,David López,77,77,7000000,32,1868,CDM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
M. Icardi,Mauro Icardi,77,77,10500000,ST,ST,Argentina,https://cdn.sofifa.net/players/201/399/23_60.png,29,181,75,1829,378,Galatasaray SK,75000,0,ST,2023,99,2020,TRUE,Right,4,3,3,-,https://cdn.sofifa.net/flags/ar.png,-,-,Medium,Medium,62,77,64,72,35,68,47,78,79,75,77,71,70,52,54,75,62,62,61,76,71,80,88,62,72,70,58,24,84,72,79,78,40,27,20,13,9,5,7,9,77,71,75,75,75,71,76,72,69,72,53,55,53,51,52,51,20,M. Icardi,77,77,10500000,29,1829,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
Cristian Tello,Cristian Tello Herrera,77,77,10000000,"LM,RM",LM,Spain,https://cdn.sofifa.net/players/200/315/23_60.png,30,178,65,1971,420,Los Angeles FC,10000,15000000,SUB,2022,37,2022,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,89,72,74,76,48,61,74,71,47,76,71,77,80,78,72,75,87,90,79,71,81,79,71,71,60,69,48,39,75,70,58,71,55,49,42,15,12,9,7,13,74,76,75,75,75,76,77,77,72,77,66,63,66,63,56,63,20,Cristian Tello,77,77,10000000,30,1971,LM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Vitolo,Víctor Machín Pérez,77,77,8500000,"LM,ST",LM,Spain,https://cdn.sofifa.net/players/199/715/23_60.png,32,185,79,1948,411,Unión Deportiva Las Palmas,47000,0,LM,2023,7,2017,TRUE,Right,4,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,72,76,76,76,41,70,75,76,65,76,75,79,78,62,77,77,69,74,70,78,59,77,70,70,74,75,61,25,78,77,74,74,68,21,23,11,16,8,14,16,77,76,76,76,76,76,77,77,73,77,60,60,60,56,53,56,23,Vitolo,77,77,8500000,32,1948,LM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
N. Pallois,Nicolas Pallois,77,77,3400000,CB,CB,France,https://cdn.sofifa.net/players/199/393/23_60.png,34,189,89,1762,374,FC Nantes,25000,6800000,CB,2024,4,2017,-,Left,2,2,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,37,54,61,61,77,84,59,44,73,70,64,63,41,41,71,64,33,40,50,67,33,79,78,66,92,57,89,76,22,51,45,74,77,79,76,15,16,10,15,6,59,53,54,54,54,53,58,58,65,58,69,75,69,69,77,69,21,N. Pallois,77,77,3400000,34,1762,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,77,77,10500000,CM,CAM,England,https://cdn.sofifa.net/players/198/784/23_60.png,28,175,70,2104,452,Liverpool,90000,19400000,RES,2023,15,2017,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,80,74,76,81,67,74,78,70,39,78,60,82,73,60,74,81,79,80,76,77,87,83,69,79,70,78,77,73,78,77,69,77,68,72,68,16,9,6,9,9,75,77,77,77,77,77,77,77,77,77,77,77,77,75,71,75,20,A. Oxlade-Chamberlain,77,77,10500000,28,2104,CAM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Rodrigo,Rodrigo Moreno Machado,77,77,8500000,"CAM,ST,CM",LW,Spain,https://cdn.sofifa.net/players/198/329/23_60.png,31,182,77,2017,422,Leeds United,40000,16200000,SUB,2024,19,2020,-,Left,3,4,3,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,77,77,76,78,45,69,77,75,76,79,75,79,83,67,65,79,77,77,77,78,74,84,75,75,67,76,64,33,77,78,77,78,46,43,38,7,13,10,11,5,77,77,77,77,77,77,77,77,75,77,66,63,66,63,58,63,20,Rodrigo,77,77,8500000,31,2017,LW,Spain,Forward,Rotation 70-77,Forward / Rotation 70-77
D. Burn,Dan Burn,77,77,8500000,"CB,LB",CB,England,https://cdn.sofifa.net/players/198/032/23_60.png,30,198,87,1662,365,Newcastle United,69000,16200000,SUB,2024,33,2022,-,Left,3,2,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,High,47,33,65,63,77,80,67,25,78,74,22,69,48,46,67,67,37,55,33,75,30,53,50,67,89,29,83,76,37,53,48,74,78,78,75,15,13,7,8,10,56,55,55,55,55,55,59,62,66,62,72,76,72,73,77,73,20,D. Burn,77,77,8500000,30,1662,CB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
I. Toney,Ivan Toney,77,79,13000000,ST,ST,England,https://cdn.sofifa.net/players/212/228/23_60.png,26,187,76,2007,423,Brentford,51000,25700000,ST,2025,17,2020,-,Right,3,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,78,77,64,73,49,82,54,80,78,70,76,70,61,64,56,76,75,81,78,77,70,77,89,79,83,67,82,49,79,69,89,78,41,48,42,16,8,8,7,8,79,73,75,75,75,73,75,74,70,74,63,64,63,62,63,62,19,I. Toney,77,79,13000000,26,2007,ST,England,Forward,Rotation 70-77,Forward / Rotation 70-77
I. Diop,Issa Diop,77,82,14000000,CB,CB,France,https://cdn.sofifa.net/players/231/633/23_60.png,25,194,92,1664,362,Fulham,48000,27700000,SUB,2027,31,2022,-,Right,3,2,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,62,36,52,56,78,78,37,30,76,67,48,50,32,34,63,62,54,69,52,73,47,50,74,63,85,31,79,79,42,43,44,70,77,79,78,10,7,6,14,9,56,51,53,53,53,51,55,56,61,56,68,73,68,71,79,71,19,I. Diop,77,82,14000000,25,1664,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
J. Harrison,Jack Harrison,77,80,14000000,"LM,RM",LM,England,https://cdn.sofifa.net/players/232/080/23_60.png,25,175,70,1945,420,Leeds United,38000,27700000,LM,2024,11,2021,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,High,80,72,71,79,49,69,76,72,45,74,62,79,70,56,60,78,83,78,81,75,81,78,63,85,64,68,65,44,76,75,64,73,60,43,44,11,8,10,6,11,74,76,76,76,76,76,77,78,73,78,68,64,68,65,57,65,18,J. Harrison,77,80,14000000,25,1945,LM,England,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Isi Palazón,Isaac Palazón Camacho,77,77,11000000,"RM,LM,CAM",RM,Spain,https://cdn.sofifa.net/players/232/498/23_60.png,27,169,71,1945,411,Rayo Vallecano,22000,23100000,RM,2025,7,2020,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/es.png,-,-,High,Medium,84,73,72,80,39,63,74,73,35,73,65,80,75,74,70,79,87,82,86,73,81,73,81,69,62,74,53,41,71,70,70,74,39,41,37,11,8,10,13,15,72,77,75,75,75,77,77,77,72,77,64,60,64,60,51,60,20,Isi Palazón,77,77,11000000,27,1945,RM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Bruno Viana,Bruno Viana Willemen Da Silva,77,80,12000000,CB,CB,Brazil,https://cdn.sofifa.net/players/234/226/23_60.png,27,187,79,1744,381,Wuhan FC,15000,0,CB,2022,5,2018,TRUE,Right,3,2,1,-,https://cdn.sofifa.net/flags/br.png,-,-,Medium,Medium,67,42,56,57,78,81,44,37,78,71,39,52,44,42,64,61,68,66,53,75,58,57,81,82,83,37,76,77,34,42,52,67,80,77,74,7,7,14,6,6,58,54,54,54,54,54,57,59,63,59,71,74,71,73,79,73,16,Bruno Viana,77,80,12000000,27,1744,CB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
Iago,Iago Amaral Borduchi,77,80,13000000,"LWB,LM",LWB,Brazil,https://cdn.sofifa.net/players/251/182/23_60.png,25,181,67,1947,428,FC Augsburg,25000,24400000,LB,2024,22,2019,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,84,58,69,74,72,71,75,58,67,72,39,74,68,35,69,73,77,89,76,71,74,65,65,75,69,56,72,73,67,67,46,74,71,73,76,7,8,15,12,13,70,71,70,70,70,71,72,74,72,74,77,74,77,76,74,76,19,Iago,77,80,13000000,25,1947,LWB,Brazil,Defender,Rotation 70-77,Defender / Rotation 70-77
Brais Méndez,Brais Méndez Portela,77,80,14000000,"RM,CM",CAM,Spain,https://cdn.sofifa.net/players/235/944/23_60.png,25,187,76,1943,415,Real Sociedad,30000,30500000,CM,2028,23,2022,-,Left,3,4,1,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,69,74,77,75,56,64,76,75,52,78,65,78,74,75,75,79,69,69,69,78,37,73,64,60,68,72,59,55,79,79,72,78,49,65,54,10,5,10,12,8,75,76,76,76,76,76,79,78,77,78,69,69,69,66,63,66,18,Brais Méndez,77,80,14000000,25,1943,CAM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Davidson,Davidson Da Luz Pereira,77,77,8500000,"LM,ST",LM,Brazil,https://cdn.sofifa.net/players/237/135/23_60.png,31,177,63,1988,422,Wuhan Three Towns,21000,13200000,ST,2025,11,2022,-,Right,3,4,1,-,https://cdn.sofifa.net/flags/br.png,-,-,High,Medium,81,75,71,80,41,74,72,73,60,72,64,79,80,69,61,79,82,80,85,76,80,83,74,89,67,76,72,32,77,73,71,80,40,40,41,9,7,8,9,8,77,77,77,77,77,77,77,77,72,77,65,61,65,62,55,62,18,Davidson,77,77,8500000,31,1988,LM,Brazil,Midfield,Rotation 70-77,Midfield / Rotation 70-77
D. Alli,Dele Alli,77,80,14000000,"CAM,CM",ST,England,https://cdn.sofifa.net/players/211/117/23_60.png,26,188,80,2054,430,Beşiktaş JK,40000,0,CM,2023,11,2022,TRUE,Right,3,4,3,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,Medium,Medium,65,77,75,78,64,71,70,80,78,79,77,79,76,60,76,81,63,66,72,75,66,76,71,66,75,72,68,60,80,77,80,78,63,65,62,7,6,9,11,8,80,76,77,77,77,76,80,78,79,78,72,73,72,71,71,71,18,D. Alli,77,80,14000000,26,2054,ST,England,Forward,Rotation 70-77,Forward / Rotation 70-77
P. Max,Philipp Max,77,77,9500000,LB,LB,Germany,https://cdn.sofifa.net/players/212/187/23_60.png,28,177,77,2071,439,PSV,18000,13300000,LB,2024,31,2020,-,Left,3,3,2,-,https://cdn.sofifa.net/flags/de.png,-,-,High,Medium,78,65,77,75,70,74,84,63,60,76,45,73,78,75,74,76,79,78,76,77,74,79,72,82,70,63,73,73,69,73,60,74,69,72,71,15,12,11,8,11,72,74,73,73,73,74,75,77,76,77,77,76,77,77,73,77,21,P. Max,77,77,9500000,28,2071,LB,Germany,Defender,Rotation 70-77,Defender / Rotation 70-77
F. Lejeune,Florian Lejeune,77,77,7000000,CB,CB,France,https://cdn.sofifa.net/players/197/948/23_60.png,31,189,81,1804,384,Rayo Vallecano,13000,0,CB,2023,19,2021,TRUE,Right,3,2,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,High,52,57,62,64,77,72,51,50,75,77,42,62,47,47,70,70,48,55,52,77,52,75,77,48,80,66,80,80,46,46,43,77,79,76,73,11,15,15,12,7,65,59,61,61,61,59,64,62,68,62,69,75,69,71,77,71,21,F. Lejeune,77,77,7000000,31,1804,CB,France,Defender,Rotation 70-77,Defender / Rotation 70-77
Hugo Mallo,Hugo Mallo Novegil,77,77,7500000,RB,RB,Spain,https://cdn.sofifa.net/players/194/229/23_60.png,31,173,69,1813,386,RC Celta de Vigo,22000,15800000,RB,2023,2,2009,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,64,39,68,67,75,73,78,28,67,72,28,62,65,38,61,70,60,67,73,80,63,67,79,81,68,39,76,78,46,64,23,70,69,79,78,14,9,7,9,15,59,62,60,60,60,62,64,67,69,67,77,75,77,77,76,77,21,Hugo Mallo,77,77,7500000,31,1813,RB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
M. Casco,Milton Casco,77,77,3900000,"LB,RB,CM",RM,Argentina,https://cdn.sofifa.net/players/215/071/23_60.png,34,170,69,2148,455,River Plate,17000,5500000,RB,2025,20,2015,-,Right,5,3,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low,83,68,76,80,69,79,75,62,65,76,66,79,80,59,75,82,88,79,85,74,80,78,74,85,74,69,86,69,78,80,66,80,65,71,74,15,8,13,12,6,76,77,77,77,77,77,77,77,77,77,77,77,77,77,74,77,19,M. Casco,77,77,3900000,34,2148,RM,Argentina,Midfield,Rotation 70-77,Midfield / Rotation 70-77
Ander Capa,Ander Capa Rodríguez,77,77,9000000,RB,RB,Spain,https://cdn.sofifa.net/players/216/189/23_60.png,30,175,75,2108,449,Athletic Club de Bilbao,25000,18900000,SUB,2024,21,2018,-,Right,3,3,2,-,https://cdn.sofifa.net/flags/es.png,-,-,High,High,79,64,74,74,73,85,77,56,60,76,54,72,78,58,67,72,80,79,80,72,86,82,82,88,84,67,83,75,76,74,54,78,73,75,74,12,13,6,12,11,72,73,72,72,72,73,74,76,75,76,77,77,77,77,77,77,20,Ander Capa,77,77,9000000,30,2108,RB,Spain,Defender,Rotation 70-77,Defender / Rotation 70-77
J. Beauguel,Jean-David Beauguel,77,77,10500000,ST,ST,France,https://cdn.sofifa.net/players/216/793/23_60.png,30,196,96,1738,379,Al Wehda,30000,17300000,ST,2024,9,2022,-,Left,3,3,1,-,https://cdn.sofifa.net/flags/fr.png,-,-,Medium,Medium,68,75,53,71,32,80,30,78,82,64,69,73,55,52,52,77,67,68,56,75,43,78,54,70,92,67,67,34,80,58,74,68,20,28,23,8,10,12,14,8,77,68,73,73,73,68,71,68,65,68,51,54,51,50,51,50,19,J. Beauguel,77,77,10500000,30,1738,ST,France,Forward,Rotation 70-77,Forward / Rotation 70-77
M. Targett,Matt Targett,77,78,11500000,LB,LB,England,https://cdn.sofifa.net/players/218/659/23_60.png,26,183,70,1910,403,Newcastle United,69000,22700000,LB,2026,13,2022,-,Left,2,3,1,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,69,47,72,72,74,69,81,40,60,74,40,73,77,68,66,75,69,69,63,75,63,65,64,80,66,44,63,77,62,63,51,67,76,76,72,10,15,8,11,14,64,67,65,65,65,67,69,72,72,72,78,75,78,77,74,77,21,M. Targett,77,78,11500000,26,1910,LB,England,Defender,Rotation 70-77,Defender / Rotation 70-77
D. Gray,Demarai Gray,77,78,12500000,"LM,LW,CAM",RW,England,https://cdn.sofifa.net/players/220/633/23_60.png,26,183,75,1842,407,Everton,40000,24700000,LM,2024,11,2021,-,Right,4,4,2,-,https://cdn.sofifa.net/flags/gb-eng.png,-,-,High,Medium,86,76,69,81,37,58,73,77,31,70,54,84,72,60,60,82,87,86,81,68,78,82,51,70,59,75,41,25,74,72,61,73,42,45,31,6,11,11,13,10,74,78,77,77,77,78,78,78,71,78,62,56,62,58,47,58,18,D. Gray,77,78,12500000,26,1842,RW,England,Forward,Rotation 70-77,Forward / Rotation 70-77
F. Honorat,Franck Honorat,77,78,12500000,"LM,RM,ST",LM,France,https://cdn.sofifa.net/players/220/876/23_60.png,25,180,70,1957,412,Stade Brestois 29,24000,25900000,LM,2025,9,2020,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/fr.png,-,-,High,Medium,81,75,71,77,47,61,77,74,59,72,74,78,69,60,65,77,82,81,79,72,67,77,80,80,55,78,48,43,74,72,68,75,51,45,39,10,15,7,14,15,75,76,75,75,75,76,77,78,72,78,66,62,66,63,55,63,22,F. Honorat,77,78,12500000,25,1957,LM,France,Midfield,Rotation 70-77,Midfield / Rotation 70-77
L. Boyé,Lucas Boyé,77,80,14000000,ST,ST,Argentina,https://cdn.sofifa.net/players/222/041/23_60.png,26,183,79,1954,419,Elche CF,23000,31900000,SUB,2024,9,2021,-,Right,2,4,1,-,https://cdn.sofifa.net/flags/ar.png,-,-,High,Low,70,78,64,78,49,80,60,82,74,68,67,81,65,55,57,80,70,70,72,73,68,77,76,69,87,76,78,52,74,67,71,67,45,45,41,14,7,11,15,7,79,74,75,75,75,74,75,74,71,74,63,63,63,61,62,61,20,L. Boyé,77,80,14000000,26,1954,ST,Argentina,Forward,Rotation 70-77,Forward / Rotation 70-77
M. Friedrich,Marvin Friedrich,77,79,11500000,CB,CB,Germany,https://cdn.sofifa.net/players/222/493/23_60.png,26,193,84,1702,369,Borussia Mönchengladbach,26000,20400000,SUB,2026,5,2022,-,Right,3,2,1,-,https://cdn.sofifa.net/flags/de.png,-,-,Medium,Medium,63,41,57,53,79,76,43,39,78,67,35,43,39,26,68,61,54,71,53,76,52,58,74,64,82,35,74,77,32,59,38,68,78,83,78,10,13,13,15,14,57,52,53,53,53,52,57,57,63,57,69,74,69,72,79,72,22,M. Friedrich,77,79,11500000,26,1702,CB,Germany,Defender,Rotation 70-77,Defender / Rotation 70-77
Dani Ceballos,Daniel Ceballos Fernández,77,80,14000000,"CM,CDM",CM,Spain,https://cdn.sofifa.net/players/222/509/23_60.png,25,179,68,2007,417,Real Madrid CF,110000,29800000,SUB,2023,19,2017,-,Right,3,4,2,-,https://cdn.sofifa.net/flags/es.png,-,-,Medium,Medium,58,68,77,82,66,66,74,65,41,80,62,83,77,67,77,83,64,53,79,75,78,76,50,74,60,72,75,71,72,76,55,80,66,70,69,12,15,16,7,13,70,74,74,74,74,74,78,77,79,77,74,76,74,72,68,72,21,Dani Ceballos,77,80,14000000,25,2007,CM,Spain,Midfield,Rotation 70-77,Midfield / Rotation 70-77
